3D Run ID,Shift,swA,swB,tet
11417,9,7.64615,5.98462,1.22173
11418,9,7.64615,6.81538,1.22173
11419,9,7.64615,7.64615,1.22173
11420,9,7.64615,8.47692,1.22173
11421,9,7.64615,9.30769,1.22173
11422,9,7.64615,10.1385,1.22173
11423,9,7.64615,10.9692,1.22173
11424,9,7.64615,11.8,1.22173
11425,9,8.47692,1,1.22173
11426,9,8.47692,1.83077,1.22173
11427,9,8.47692,2.66154,1.22173
11428,9,8.47692,3.49231,1.22173
11429,9,8.47692,4.32308,1.22173
11430,9,8.47692,5.15385,1.22173
11431,9,8.47692,5.98462,1.22173
11432,9,8.47692,6.81538,1.22173
11433,9,8.47692,7.64615,1.22173
11434,9,8.47692,8.47692,1.22173
11435,9,8.47692,9.30769,1.22173
11436,9,8.47692,10.1385,1.22173
11437,9,8.47692,10.9692,1.22173
11438,9,8.47692,11.8,1.22173
11439,9,9.30769,1,1.22173
11440,9,9.30769,1.83077,1.22173
11441,9,9.30769,2.66154,1.22173
11442,9,9.30769,3.49231,1.22173
11443,9,9.30769,4.32308,1.22173
11444,9,9.30769,5.15385,1.22173
11445,9,9.30769,5.98462,1.22173
11446,9,9.30769,6.81538,1.22173
11447,9,9.30769,7.64615,1.22173
11448,9,9.30769,8.47692,1.22173
11449,9,9.30769,9.30769,1.22173
11450,9,9.30769,10.1385,1.22173
11451,9,9.30769,10.9692,1.22173
11452,9,9.30769,11.8,1.22173
11453,9,10.1385,1,1.22173
11454,9,10.1385,1.83077,1.22173
11455,9,10.1385,2.66154,1.22173
11456,9,10.1385,3.49231,1.22173
11457,9,10.1385,4.32308,1.22173
11458,9,10.1385,5.15385,1.22173
11459,9,10.1385,5.98462,1.22173
11460,9,10.1385,6.81538,1.22173
11461,9,10.1385,7.64615,1.22173
11462,9,10.1385,8.47692,1.22173
11463,9,10.1385,9.30769,1.22173
11464,9,10.1385,10.1385,1.22173
11465,9,10.1385,10.9692,1.22173
11466,9,10.1385,11.8,1.22173
11467,9,10.9692,1,1.22173
11468,9,10.9692,1.83077,1.22173
11469,9,10.9692,2.66154,1.22173
11470,9,10.9692,3.49231,1.22173
11471,9,10.9692,4.32308,1.22173
11472,9,10.9692,5.15385,1.22173
11473,9,10.9692,5.98462,1.22173
11474,9,10.9692,6.81538,1.22173
11475,9,10.9692,7.64615,1.22173
11476,9,10.9692,8.47692,1.22173
11477,9,10.9692,9.30769,1.22173
11478,9,10.9692,10.1385,1.22173
11479,9,10.9692,10.9692,1.22173
11480,9,10.9692,11.8,1.22173
11481,9,11.8,1,1.22173
11482,9,11.8,1.83077,1.22173
11483,9,11.8,2.66154,1.22173
11484,9,11.8,3.49231,1.22173
11485,9,11.8,4.32308,1.22173
11486,9,11.8,5.15385,1.22173
11487,9,11.8,5.98462,1.22173
11488,9,11.8,6.81538,1.22173
11489,9,11.8,7.64615,1.22173
11490,9,11.8,8.47692,1.22173
11491,9,11.8,9.30769,1.22173
11492,9,11.8,10.1385,1.22173
11493,9,11.8,10.9692,1.22173
11494,9,11.8,11.8,1.22173
11495,9,1,1,1.25664
11496,9,1,1.83077,1.25664
11497,9,1,2.66154,1.25664
11498,9,1,3.49231,1.25664
11499,9,1,4.32308,1.25664
11500,9,1,5.15385,1.25664
11501,9,1,5.98462,1.25664
11502,9,1,6.81538,1.25664
11503,9,1,7.64615,1.25664
11504,9,1,8.47692,1.25664
11505,9,1,9.30769,1.25664
11506,9,1,10.1385,1.25664
11507,9,1,10.9692,1.25664
11508,9,1,11.8,1.25664
11509,9,1.83077,1,1.25664
11510,9,1.83077,1.83077,1.25664
11511,9,1.83077,2.66154,1.25664
11512,9,1.83077,3.49231,1.25664
11513,9,1.83077,4.32308,1.25664
11514,9,1.83077,5.15385,1.25664
11515,9,1.83077,5.98462,1.25664
11516,9,1.83077,6.81538,1.25664
11517,9,1.83077,7.64615,1.25664
11518,9,1.83077,8.47692,1.25664
11519,9,1.83077,9.30769,1.25664
11520,9,1.83077,10.1385,1.25664
11521,9,1.83077,10.9692,1.25664
11522,9,1.83077,11.8,1.25664
11523,9,2.66154,1,1.25664
11524,9,2.66154,1.83077,1.25664
11525,9,2.66154,2.66154,1.25664
11526,9,2.66154,3.49231,1.25664
11527,9,2.66154,4.32308,1.25664
11528,9,2.66154,5.15385,1.25664
11529,9,2.66154,5.98462,1.25664
11530,9,2.66154,6.81538,1.25664
11531,9,2.66154,7.64615,1.25664
11532,9,2.66154,8.47692,1.25664
11533,9,2.66154,9.30769,1.25664
11534,9,2.66154,10.1385,1.25664
11535,9,2.66154,10.9692,1.25664
11536,9,2.66154,11.8,1.25664
11537,9,3.49231,1,1.25664
11538,9,3.49231,1.83077,1.25664
11539,9,3.49231,2.66154,1.25664
11540,9,3.49231,3.49231,1.25664
11541,9,3.49231,4.32308,1.25664
11542,9,3.49231,5.15385,1.25664
11543,9,3.49231,5.98462,1.25664
11544,9,3.49231,6.81538,1.25664
11545,9,3.49231,7.64615,1.25664
11546,9,3.49231,8.47692,1.25664
11547,9,3.49231,9.30769,1.25664
11548,9,3.49231,10.1385,1.25664
11549,9,3.49231,10.9692,1.25664
11550,9,3.49231,11.8,1.25664
11551,9,4.32308,1,1.25664
11552,9,4.32308,1.83077,1.25664
11553,9,4.32308,2.66154,1.25664
11554,9,4.32308,3.49231,1.25664
11555,9,4.32308,4.32308,1.25664
11556,9,4.32308,5.15385,1.25664
11557,9,4.32308,5.98462,1.25664
11558,9,4.32308,6.81538,1.25664
11559,9,4.32308,7.64615,1.25664
11560,9,4.32308,8.47692,1.25664
11561,9,4.32308,9.30769,1.25664
11562,9,4.32308,10.1385,1.25664
11563,9,4.32308,10.9692,1.25664
11564,9,4.32308,11.8,1.25664
11565,9,5.15385,1,1.25664
11566,9,5.15385,1.83077,1.25664
11567,9,5.15385,2.66154,1.25664
11568,9,5.15385,3.49231,1.25664
11569,9,5.15385,4.32308,1.25664
11570,9,5.15385,5.15385,1.25664
11571,9,5.15385,5.98462,1.25664
11572,9,5.15385,6.81538,1.25664
11573,9,5.15385,7.64615,1.25664
11574,9,5.15385,8.47692,1.25664
11575,9,5.15385,9.30769,1.25664
11576,9,5.15385,10.1385,1.25664
11577,9,5.15385,10.9692,1.25664
11578,9,5.15385,11.8,1.25664
11579,9,5.98462,1,1.25664
11580,9,5.98462,1.83077,1.25664
11581,9,5.98462,2.66154,1.25664
11582,9,5.98462,3.49231,1.25664
11583,9,5.98462,4.32308,1.25664
11584,9,5.98462,5.15385,1.25664
11585,9,5.98462,5.98462,1.25664
11586,9,5.98462,6.81538,1.25664
11587,9,5.98462,7.64615,1.25664
11588,9,5.98462,8.47692,1.25664
11589,9,5.98462,9.30769,1.25664
11590,9,5.98462,10.1385,1.25664
11591,9,5.98462,10.9692,1.25664
11592,9,5.98462,11.8,1.25664
11593,9,6.81538,1,1.25664
11594,9,6.81538,1.83077,1.25664
11595,9,6.81538,2.66154,1.25664
11596,9,6.81538,3.49231,1.25664
11597,9,6.81538,4.32308,1.25664
11598,9,6.81538,5.15385,1.25664
11599,9,6.81538,5.98462,1.25664
11600,9,6.81538,6.81538,1.25664
11601,9,6.81538,7.64615,1.25664
11602,9,6.81538,8.47692,1.25664
11603,9,6.81538,9.30769,1.25664
11604,9,6.81538,10.1385,1.25664
11605,9,6.81538,10.9692,1.25664
11606,9,6.81538,11.8,1.25664
11607,9,7.64615,1,1.25664
11608,9,7.64615,1.83077,1.25664
11609,9,7.64615,2.66154,1.25664
11610,9,7.64615,3.49231,1.25664
11611,9,7.64615,4.32308,1.25664
11612,9,7.64615,5.15385,1.25664
11613,9,7.64615,5.98462,1.25664
11614,9,7.64615,6.81538,1.25664
11615,9,7.64615,7.64615,1.25664
11616,9,7.64615,8.47692,1.25664
11617,9,7.64615,9.30769,1.25664
11618,9,7.64615,10.1385,1.25664
11619,9,7.64615,10.9692,1.25664
11620,9,7.64615,11.8,1.25664
11621,9,8.47692,1,1.25664
11622,9,8.47692,1.83077,1.25664
11623,9,8.47692,2.66154,1.25664
11624,9,8.47692,3.49231,1.25664
11625,9,8.47692,4.32308,1.25664
11626,9,8.47692,5.15385,1.25664
11627,9,8.47692,5.98462,1.25664
11628,9,8.47692,6.81538,1.25664
11629,9,8.47692,7.64615,1.25664
11630,9,8.47692,8.47692,1.25664
11631,9,8.47692,9.30769,1.25664
11632,9,8.47692,10.1385,1.25664
11633,9,8.47692,10.9692,1.25664
11634,9,8.47692,11.8,1.25664
11635,9,9.30769,1,1.25664
11636,9,9.30769,1.83077,1.25664
11637,9,9.30769,2.66154,1.25664
11638,9,9.30769,3.49231,1.25664
11639,9,9.30769,4.32308,1.25664
11640,9,9.30769,5.15385,1.25664
11641,9,9.30769,5.98462,1.25664
11642,9,9.30769,6.81538,1.25664
11643,9,9.30769,7.64615,1.25664
11644,9,9.30769,8.47692,1.25664
11645,9,9.30769,9.30769,1.25664
11646,9,9.30769,10.1385,1.25664
11647,9,9.30769,10.9692,1.25664
11648,9,9.30769,11.8,1.25664
11649,9,10.1385,1,1.25664
11650,9,10.1385,1.83077,1.25664
11651,9,10.1385,2.66154,1.25664
11652,9,10.1385,3.49231,1.25664
11653,9,10.1385,4.32308,1.25664
11654,9,10.1385,5.15385,1.25664
11655,9,10.1385,5.98462,1.25664
11656,9,10.1385,6.81538,1.25664
11657,9,10.1385,7.64615,1.25664
11658,9,10.1385,8.47692,1.25664
11659,9,10.1385,9.30769,1.25664
11660,9,10.1385,10.1385,1.25664
11661,9,10.1385,10.9692,1.25664
11662,9,10.1385,11.8,1.25664
11663,9,10.9692,1,1.25664
11664,9,10.9692,1.83077,1.25664
11665,9,10.9692,2.66154,1.25664
11666,9,10.9692,3.49231,1.25664
11667,9,10.9692,4.32308,1.25664
11668,9,10.9692,5.15385,1.25664
11669,9,10.9692,5.98462,1.25664
11670,9,10.9692,6.81538,1.25664
11671,9,10.9692,7.64615,1.25664
11672,9,10.9692,8.47692,1.25664
11673,9,10.9692,9.30769,1.25664
11674,9,10.9692,10.1385,1.25664
11675,9,10.9692,10.9692,1.25664
11676,9,10.9692,11.8,1.25664
11677,9,11.8,1,1.25664
11678,9,11.8,1.83077,1.25664
11679,9,11.8,2.66154,1.25664
11680,9,11.8,3.49231,1.25664
11681,9,11.8,4.32308,1.25664
11682,9,11.8,5.15385,1.25664
11683,9,11.8,5.98462,1.25664
11684,9,11.8,6.81538,1.25664
11685,9,11.8,7.64615,1.25664
11686,9,11.8,8.47692,1.25664
11687,9,11.8,9.30769,1.25664
11688,9,11.8,10.1385,1.25664
11689,9,11.8,10.9692,1.25664
11690,9,11.8,11.8,1.25664
11691,9,1,1,1.29154
11692,9,1,1.83077,1.29154
11693,9,1,2.66154,1.29154
11694,9,1,3.49231,1.29154
11695,9,1,4.32308,1.29154
11696,9,1,5.15385,1.29154
11697,9,1,5.98462,1.29154
11698,9,1,6.81538,1.29154
11699,9,1,7.64615,1.29154
11700,9,1,8.47692,1.29154
11701,9,1,9.30769,1.29154
11702,9,1,10.1385,1.29154
11703,9,1,10.9692,1.29154
11704,9,1,11.8,1.29154
11705,9,1.83077,1,1.29154
11706,9,1.83077,1.83077,1.29154
11707,9,1.83077,2.66154,1.29154
11708,9,1.83077,3.49231,1.29154
11709,9,1.83077,4.32308,1.29154
11710,9,1.83077,5.15385,1.29154
11711,9,1.83077,5.98462,1.29154
11712,9,1.83077,6.81538,1.29154
11713,9,1.83077,7.64615,1.29154
11714,9,1.83077,8.47692,1.29154
11715,9,1.83077,9.30769,1.29154
11716,9,1.83077,10.1385,1.29154
11717,9,1.83077,10.9692,1.29154
11718,9,1.83077,11.8,1.29154
11719,9,2.66154,1,1.29154
11720,9,2.66154,1.83077,1.29154
11721,9,2.66154,2.66154,1.29154
11722,9,2.66154,3.49231,1.29154
11723,9,2.66154,4.32308,1.29154
11724,9,2.66154,5.15385,1.29154
11725,9,2.66154,5.98462,1.29154
11726,9,2.66154,6.81538,1.29154
11727,9,2.66154,7.64615,1.29154
11728,9,2.66154,8.47692,1.29154
11729,9,2.66154,9.30769,1.29154
11730,9,2.66154,10.1385,1.29154
11731,9,2.66154,10.9692,1.29154
11732,9,2.66154,11.8,1.29154
11733,9,3.49231,1,1.29154
11734,9,3.49231,1.83077,1.29154
11735,9,3.49231,2.66154,1.29154
11736,9,3.49231,3.49231,1.29154
11737,9,3.49231,4.32308,1.29154
11738,9,3.49231,5.15385,1.29154
11739,9,3.49231,5.98462,1.29154
11740,9,3.49231,6.81538,1.29154
11741,9,3.49231,7.64615,1.29154
11742,9,3.49231,8.47692,1.29154
11743,9,3.49231,9.30769,1.29154
11744,9,3.49231,10.1385,1.29154
11745,9,3.49231,10.9692,1.29154
11746,9,3.49231,11.8,1.29154
11747,9,4.32308,1,1.29154
11748,9,4.32308,1.83077,1.29154
11749,9,4.32308,2.66154,1.29154
11750,9,4.32308,3.49231,1.29154
11751,9,4.32308,4.32308,1.29154
11752,9,4.32308,5.15385,1.29154
11753,9,4.32308,5.98462,1.29154
11754,9,4.32308,6.81538,1.29154
11755,9,4.32308,7.64615,1.29154
11756,9,4.32308,8.47692,1.29154
11757,9,4.32308,9.30769,1.29154
11758,9,4.32308,10.1385,1.29154
11759,9,4.32308,10.9692,1.29154
11760,9,4.32308,11.8,1.29154
11761,9,5.15385,1,1.29154
11762,9,5.15385,1.83077,1.29154
11763,9,5.15385,2.66154,1.29154
11764,9,5.15385,3.49231,1.29154
11765,9,5.15385,4.32308,1.29154
11766,9,5.15385,5.15385,1.29154
11767,9,5.15385,5.98462,1.29154
11768,9,5.15385,6.81538,1.29154
11769,9,5.15385,7.64615,1.29154
11770,9,5.15385,8.47692,1.29154
11771,9,5.15385,9.30769,1.29154
11772,9,5.15385,10.1385,1.29154
11773,9,5.15385,10.9692,1.29154
11774,9,5.15385,11.8,1.29154
11775,9,5.98462,1,1.29154
11776,9,5.98462,1.83077,1.29154
11777,9,5.98462,2.66154,1.29154
11778,9,5.98462,3.49231,1.29154
11779,9,5.98462,4.32308,1.29154
11780,9,5.98462,5.15385,1.29154
11781,9,5.98462,5.98462,1.29154
11782,9,5.98462,6.81538,1.29154
11783,9,5.98462,7.64615,1.29154
11784,9,5.98462,8.47692,1.29154
11785,9,5.98462,9.30769,1.29154
11786,9,5.98462,10.1385,1.29154
11787,9,5.98462,10.9692,1.29154
11788,9,5.98462,11.8,1.29154
11789,9,6.81538,1,1.29154
11790,9,6.81538,1.83077,1.29154
11791,9,6.81538,2.66154,1.29154
11792,9,6.81538,3.49231,1.29154
11793,9,6.81538,4.32308,1.29154
11794,9,6.81538,5.15385,1.29154
11795,9,6.81538,5.98462,1.29154
11796,9,6.81538,6.81538,1.29154
11797,9,6.81538,7.64615,1.29154
11798,9,6.81538,8.47692,1.29154
11799,9,6.81538,9.30769,1.29154
11800,9,6.81538,10.1385,1.29154
11801,9,6.81538,10.9692,1.29154
11802,9,6.81538,11.8,1.29154
11803,9,7.64615,1,1.29154
11804,9,7.64615,1.83077,1.29154
11805,9,7.64615,2.66154,1.29154
11806,9,7.64615,3.49231,1.29154
11807,9,7.64615,4.32308,1.29154
11808,9,7.64615,5.15385,1.29154
11809,9,7.64615,5.98462,1.29154
11810,9,7.64615,6.81538,1.29154
11811,9,7.64615,7.64615,1.29154
11812,9,7.64615,8.47692,1.29154
11813,9,7.64615,9.30769,1.29154
11814,9,7.64615,10.1385,1.29154
11815,9,7.64615,10.9692,1.29154
11816,9,7.64615,11.8,1.29154
11817,9,8.47692,1,1.29154
11818,9,8.47692,1.83077,1.29154
11819,9,8.47692,2.66154,1.29154
11820,9,8.47692,3.49231,1.29154
11821,9,8.47692,4.32308,1.29154
11822,9,8.47692,5.15385,1.29154
11823,9,8.47692,5.98462,1.29154
11824,9,8.47692,6.81538,1.29154
11825,9,8.47692,7.64615,1.29154
11826,9,8.47692,8.47692,1.29154
11827,9,8.47692,9.30769,1.29154
11828,9,8.47692,10.1385,1.29154
11829,9,8.47692,10.9692,1.29154
11830,9,8.47692,11.8,1.29154
11831,9,9.30769,1,1.29154
11832,9,9.30769,1.83077,1.29154
11833,9,9.30769,2.66154,1.29154
11834,9,9.30769,3.49231,1.29154
11835,9,9.30769,4.32308,1.29154
11836,9,9.30769,5.15385,1.29154
11837,9,9.30769,5.98462,1.29154
11838,9,9.30769,6.81538,1.29154
11839,9,9.30769,7.64615,1.29154
11840,9,9.30769,8.47692,1.29154
11841,9,9.30769,9.30769,1.29154
11842,9,9.30769,10.1385,1.29154
11843,9,9.30769,10.9692,1.29154
11844,9,9.30769,11.8,1.29154
11845,9,10.1385,1,1.29154
11846,9,10.1385,1.83077,1.29154
11847,9,10.1385,2.66154,1.29154
11848,9,10.1385,3.49231,1.29154
11849,9,10.1385,4.32308,1.29154
11850,9,10.1385,5.15385,1.29154
11851,9,10.1385,5.98462,1.29154
11852,9,10.1385,6.81538,1.29154
11853,9,10.1385,7.64615,1.29154
11854,9,10.1385,8.47692,1.29154
11855,9,10.1385,9.30769,1.29154
11856,9,10.1385,10.1385,1.29154
11857,9,10.1385,10.9692,1.29154
11858,9,10.1385,11.8,1.29154
11859,9,10.9692,1,1.29154
11860,9,10.9692,1.83077,1.29154
11861,9,10.9692,2.66154,1.29154
11862,9,10.9692,3.49231,1.29154
11863,9,10.9692,4.32308,1.29154
11864,9,10.9692,5.15385,1.29154
11865,9,10.9692,5.98462,1.29154
11866,9,10.9692,6.81538,1.29154
11867,9,10.9692,7.64615,1.29154
11868,9,10.9692,8.47692,1.29154
11869,9,10.9692,9.30769,1.29154
11870,9,10.9692,10.1385,1.29154
11871,9,10.9692,10.9692,1.29154
11872,9,10.9692,11.8,1.29154
11873,9,11.8,1,1.29154
11874,9,11.8,1.83077,1.29154
11875,9,11.8,2.66154,1.29154
11876,9,11.8,3.49231,1.29154
11877,9,11.8,4.32308,1.29154
11878,9,11.8,5.15385,1.29154
11879,9,11.8,5.98462,1.29154
11880,9,11.8,6.81538,1.29154
11881,9,11.8,7.64615,1.29154
11882,9,11.8,8.47692,1.29154
11883,9,11.8,9.30769,1.29154
11884,9,11.8,10.1385,1.29154
11885,9,11.8,10.9692,1.29154
11886,9,11.8,11.8,1.29154
11887,9,1,1,1.32645
11888,9,1,1.83077,1.32645
11889,9,1,2.66154,1.32645
11890,9,1,3.49231,1.32645
11891,9,1,4.32308,1.32645
11892,9,1,5.15385,1.32645
11893,9,1,5.98462,1.32645
11894,9,1,6.81538,1.32645
11895,9,1,7.64615,1.32645
11896,9,1,8.47692,1.32645
11897,9,1,9.30769,1.32645
11898,9,1,10.1385,1.32645
11899,9,1,10.9692,1.32645
11900,9,1,11.8,1.32645
11901,9,1.83077,1,1.32645
11902,9,1.83077,1.83077,1.32645
11903,9,1.83077,2.66154,1.32645
11904,9,1.83077,3.49231,1.32645
11905,9,1.83077,4.32308,1.32645
11906,9,1.83077,5.15385,1.32645
11907,9,1.83077,5.98462,1.32645
11908,9,1.83077,6.81538,1.32645
11909,9,1.83077,7.64615,1.32645
11910,9,1.83077,8.47692,1.32645
11911,9,1.83077,9.30769,1.32645
11912,9,1.83077,10.1385,1.32645
11913,9,1.83077,10.9692,1.32645
11914,9,1.83077,11.8,1.32645
11915,9,2.66154,1,1.32645
11916,9,2.66154,1.83077,1.32645
11917,9,2.66154,2.66154,1.32645
11918,9,2.66154,3.49231,1.32645
11919,9,2.66154,4.32308,1.32645
11920,9,2.66154,5.15385,1.32645
11921,9,2.66154,5.98462,1.32645
11922,9,2.66154,6.81538,1.32645
11923,9,2.66154,7.64615,1.32645
11924,9,2.66154,8.47692,1.32645
11925,9,2.66154,9.30769,1.32645
11926,9,2.66154,10.1385,1.32645
11927,9,2.66154,10.9692,1.32645
11928,9,2.66154,11.8,1.32645
11929,9,3.49231,1,1.32645
11930,9,3.49231,1.83077,1.32645
11931,9,3.49231,2.66154,1.32645
11932,9,3.49231,3.49231,1.32645
11933,9,3.49231,4.32308,1.32645
11934,9,3.49231,5.15385,1.32645
11935,9,3.49231,5.98462,1.32645
11936,9,3.49231,6.81538,1.32645
11937,9,3.49231,7.64615,1.32645
11938,9,3.49231,8.47692,1.32645
11939,9,3.49231,9.30769,1.32645
11940,9,3.49231,10.1385,1.32645
11941,9,3.49231,10.9692,1.32645
11942,9,3.49231,11.8,1.32645
11943,9,4.32308,1,1.32645
11944,9,4.32308,1.83077,1.32645
11945,9,4.32308,2.66154,1.32645
11946,9,4.32308,3.49231,1.32645
11947,9,4.32308,4.32308,1.32645
11948,9,4.32308,5.15385,1.32645
11949,9,4.32308,5.98462,1.32645
11950,9,4.32308,6.81538,1.32645
11951,9,4.32308,7.64615,1.32645
11952,9,4.32308,8.47692,1.32645
11953,9,4.32308,9.30769,1.32645
11954,9,4.32308,10.1385,1.32645
11955,9,4.32308,10.9692,1.32645
11956,9,4.32308,11.8,1.32645
11957,9,5.15385,1,1.32645
11958,9,5.15385,1.83077,1.32645
11959,9,5.15385,2.66154,1.32645
11960,9,5.15385,3.49231,1.32645
11961,9,5.15385,4.32308,1.32645
11962,9,5.15385,5.15385,1.32645
11963,9,5.15385,5.98462,1.32645
11964,9,5.15385,6.81538,1.32645
11965,9,5.15385,7.64615,1.32645
11966,9,5.15385,8.47692,1.32645
11967,9,5.15385,9.30769,1.32645
11968,9,5.15385,10.1385,1.32645
11969,9,5.15385,10.9692,1.32645
11970,9,5.15385,11.8,1.32645
11971,9,5.98462,1,1.32645
11972,9,5.98462,1.83077,1.32645
11973,9,5.98462,2.66154,1.32645
11974,9,5.98462,3.49231,1.32645
11975,9,5.98462,4.32308,1.32645
11976,9,5.98462,5.15385,1.32645
11977,9,5.98462,5.98462,1.32645
11978,9,5.98462,6.81538,1.32645
11979,9,5.98462,7.64615,1.32645
11980,9,5.98462,8.47692,1.32645
11981,9,5.98462,9.30769,1.32645
11982,9,5.98462,10.1385,1.32645
11983,9,5.98462,10.9692,1.32645
11984,9,5.98462,11.8,1.32645
11985,9,6.81538,1,1.32645
11986,9,6.81538,1.83077,1.32645
11987,9,6.81538,2.66154,1.32645
11988,9,6.81538,3.49231,1.32645
11989,9,6.81538,4.32308,1.32645
11990,9,6.81538,5.15385,1.32645
11991,9,6.81538,5.98462,1.32645
11992,9,6.81538,6.81538,1.32645
11993,9,6.81538,7.64615,1.32645
11994,9,6.81538,8.47692,1.32645
11995,9,6.81538,9.30769,1.32645
11996,9,6.81538,10.1385,1.32645
11997,9,6.81538,10.9692,1.32645
11998,9,6.81538,11.8,1.32645
11999,9,7.64615,1,1.32645
12000,9,7.64615,1.83077,1.32645
12001,9,7.64615,2.66154,1.32645
12002,9,7.64615,3.49231,1.32645
12003,9,7.64615,4.32308,1.32645
12004,9,7.64615,5.15385,1.32645
12005,9,7.64615,5.98462,1.32645
12006,9,7.64615,6.81538,1.32645
12007,9,7.64615,7.64615,1.32645
12008,9,7.64615,8.47692,1.32645
12009,9,7.64615,9.30769,1.32645
12010,9,7.64615,10.1385,1.32645
12011,9,7.64615,10.9692,1.32645
12012,9,7.64615,11.8,1.32645
12013,9,8.47692,1,1.32645
12014,9,8.47692,1.83077,1.32645
12015,9,8.47692,2.66154,1.32645
12016,9,8.47692,3.49231,1.32645
12017,9,8.47692,4.32308,1.32645
12018,9,8.47692,5.15385,1.32645
12019,9,8.47692,5.98462,1.32645
12020,9,8.47692,6.81538,1.32645
12021,9,8.47692,7.64615,1.32645
12022,9,8.47692,8.47692,1.32645
12023,9,8.47692,9.30769,1.32645
12024,9,8.47692,10.1385,1.32645
12025,9,8.47692,10.9692,1.32645
12026,9,8.47692,11.8,1.32645
12027,9,9.30769,1,1.32645
12028,9,9.30769,1.83077,1.32645
12029,9,9.30769,2.66154,1.32645
12030,9,9.30769,3.49231,1.32645
12031,9,9.30769,4.32308,1.32645
12032,9,9.30769,5.15385,1.32645
12033,9,9.30769,5.98462,1.32645
12034,9,9.30769,6.81538,1.32645
12035,9,9.30769,7.64615,1.32645
12036,9,9.30769,8.47692,1.32645
12037,9,9.30769,9.30769,1.32645
12038,9,9.30769,10.1385,1.32645
12039,9,9.30769,10.9692,1.32645
12040,9,9.30769,11.8,1.32645
12041,9,10.1385,1,1.32645
12042,9,10.1385,1.83077,1.32645
12043,9,10.1385,2.66154,1.32645
12044,9,10.1385,3.49231,1.32645
12045,9,10.1385,4.32308,1.32645
12046,9,10.1385,5.15385,1.32645
12047,9,10.1385,5.98462,1.32645
12048,9,10.1385,6.81538,1.32645
12049,9,10.1385,7.64615,1.32645
12050,9,10.1385,8.47692,1.32645
12051,9,10.1385,9.30769,1.32645
12052,9,10.1385,10.1385,1.32645
12053,9,10.1385,10.9692,1.32645
12054,9,10.1385,11.8,1.32645
12055,9,10.9692,1,1.32645
12056,9,10.9692,1.83077,1.32645
12057,9,10.9692,2.66154,1.32645
12058,9,10.9692,3.49231,1.32645
12059,9,10.9692,4.32308,1.32645
12060,9,10.9692,5.15385,1.32645
12061,9,10.9692,5.98462,1.32645
12062,9,10.9692,6.81538,1.32645
12063,9,10.9692,7.64615,1.32645
12064,9,10.9692,8.47692,1.32645
12065,9,10.9692,9.30769,1.32645
12066,9,10.9692,10.1385,1.32645
12067,9,10.9692,10.9692,1.32645
12068,9,10.9692,11.8,1.32645
12069,9,11.8,1,1.32645
12070,9,11.8,1.83077,1.32645
12071,9,11.8,2.66154,1.32645
12072,9,11.8,3.49231,1.32645
12073,9,11.8,4.32308,1.32645
12074,9,11.8,5.15385,1.32645
12075,9,11.8,5.98462,1.32645
12076,9,11.8,6.81538,1.32645
12077,9,11.8,7.64615,1.32645
12078,9,11.8,8.47692,1.32645
12079,9,11.8,9.30769,1.32645
12080,9,11.8,10.1385,1.32645
12081,9,11.8,10.9692,1.32645
12082,9,11.8,11.8,1.32645
12083,9,1,1,1.36136
12084,9,1,1.83077,1.36136
12085,9,1,2.66154,1.36136
12086,9,1,3.49231,1.36136
12087,9,1,4.32308,1.36136
12088,9,1,5.15385,1.36136
12089,9,1,5.98462,1.36136
12090,9,1,6.81538,1.36136
12091,9,1,7.64615,1.36136
12092,9,1,8.47692,1.36136
12093,9,1,9.30769,1.36136
12094,9,1,10.1385,1.36136
12095,9,1,10.9692,1.36136
12096,9,1,11.8,1.36136
12097,9,1.83077,1,1.36136
12098,9,1.83077,1.83077,1.36136
12099,9,1.83077,2.66154,1.36136
12100,9,1.83077,3.49231,1.36136
12101,9,1.83077,4.32308,1.36136
12102,9,1.83077,5.15385,1.36136
12103,9,1.83077,5.98462,1.36136
12104,9,1.83077,6.81538,1.36136
12105,9,1.83077,7.64615,1.36136
12106,9,1.83077,8.47692,1.36136
12107,9,1.83077,9.30769,1.36136
12108,9,1.83077,10.1385,1.36136
12109,9,1.83077,10.9692,1.36136
12110,9,1.83077,11.8,1.36136
12111,9,2.66154,1,1.36136
12112,9,2.66154,1.83077,1.36136
12113,9,2.66154,2.66154,1.36136
12114,9,2.66154,3.49231,1.36136
12115,9,2.66154,4.32308,1.36136
12116,9,2.66154,5.15385,1.36136
12117,9,2.66154,5.98462,1.36136
12118,9,2.66154,6.81538,1.36136
12119,9,2.66154,7.64615,1.36136
12120,9,2.66154,8.47692,1.36136
12121,9,2.66154,9.30769,1.36136
12122,9,2.66154,10.1385,1.36136
12123,9,2.66154,10.9692,1.36136
12124,9,2.66154,11.8,1.36136
12125,9,3.49231,1,1.36136
12126,9,3.49231,1.83077,1.36136
12127,9,3.49231,2.66154,1.36136
12128,9,3.49231,3.49231,1.36136
12129,9,3.49231,4.32308,1.36136
12130,9,3.49231,5.15385,1.36136
12131,9,3.49231,5.98462,1.36136
12132,9,3.49231,6.81538,1.36136
12133,9,3.49231,7.64615,1.36136
12134,9,3.49231,8.47692,1.36136
12135,9,3.49231,9.30769,1.36136
12136,9,3.49231,10.1385,1.36136
